property_id,source_record_id,data_source,property_name,property_type,area_locality,city,area_type,size_sqft,bedrooms_bhk,bathrooms,floor,total_floors,furnishing_status,tenant_preferred,point_of_contact,monthly_rent,parking_available,property_age_years,posted_on,rent_per_sqft,estimated_annual_rent,property_age_bucket,amenity_parking,amenity_lift,amenity_gym,amenity_security,amenity_power_backup,amenity_air_conditioning,amenity_wifi,amenity_garden,amenity_count,property_type_data_source,parking_data_source,property_age_data_source
P00099,S02690,real_source,Property_00099,APARTMENT,Chhattarpur,Delhi,Super Area,900,2,2,0,1,Semi-Furnished,Bachelors/Family,Contact Owner,13000,True,4,2022-04-29,14.44,156000,0-5,False,True,False,True,False,False,False,False,2,synthetic,synthetic,synthetic
P00100,S03840,real_source,Property_00100,APARTMENT,Old Washermanpet,Chennai,Carpet Area,500,1,1,1,2,Unfurnished,Bachelors,Contact Owner,10000,False,15,2022-07-10,20.0,120000,11-20,False,False,False,True,False,False,False,True,2,synthetic,synthetic,synthetic
P00101,S01028,real_source,Property_00101,APARTMENT,"Ganpat Niketan Apartment, Khar West",Mumbai,Carpet Area,750,2,2,2,3,Furnished,Bachelors/Family,Contact Agent,65000,False,2,2022-06-20,86.67,780000,0-5,False,True,True,True,True,False,False,False,4,synthetic,synthetic,synthetic
P00102,S00502,real_source,Property_00102,HOUSE,Ramrajatala,Kolkata,Super Area,1600,3,2,1,3,Furnished,Bachelors/Family,Contact Owner,14000,True,25,2022-06-27,8.75,168000,21+,False,True,True,False,False,True,False,True,4,synthetic,synthetic,synthetic
P00103,S04493,real_source,Property_00103,APARTMENT,Akhilandeswari Nagar,Hyderabad,Super Area,1500,2,2,0,1,Furnished,Bachelors/Family,Contact Owner,12000,True,7,2022-05-12,8.0,144000,6-10,True,False,False,False,False,True,True,False,3,synthetic,synthetic,synthetic
P00104,S00870,real_source,Property_00104,APARTMENT,Saki Vihar Road,Mumbai,Carpet Area,710,2,2,8,16,Unfurnished,Bachelors/Family,Contact Agent,45000,True,3,2022-07-07,63.38,540000,0-5,True,False,False,False,True,False,True,False,3,synthetic,synthetic,synthetic
P00105,S04488,real_source,Property_00105,APARTMENT,Old Bowenpally,Hyderabad,Super Area,1100,2,2,2,4,Semi-Furnished,Bachelors/Family,Contact Owner,15000,True,11,2022-05-12,13.64,180000,11-20,True,False,False,True,False,False,False,False,2,synthetic,synthetic,synthetic
P00106,S00206,real_source,Property_00106,HOUSE,Survey Park,Kolkata,Super Area,1400,3,1,1,3,Unfurnished,Bachelors/Family,Contact Owner,15000,True,28,2022-06-27,10.71,180000,21+,False,False,True,False,False,False,False,False,1,synthetic,synthetic,synthetic
P00107,S01484,real_source,Property_00107,VILLA,Khar West,Mumbai,Carpet Area,1962,4,5,18,20,Semi-Furnished,Bachelors/Family,Contact Agent,680000,True,7,2022-07-07,346.59,8160000,6-10,True,True,False,True,True,False,False,False,4,synthetic,synthetic,synthetic
P00108,S00863,real_source,Property_00108,VILLA,"Jumbo Darshan , Andheri East",Mumbai,Super Area,550,1,1,2,4,Semi-Furnished,Bachelors/Family,Contact Owner,30000,True,11,2022-07-04,54.55,360000,11-20,False,False,False,True,False,False,False,False,1,synthetic,synthetic,synthetic
P00109,S02790,real_source,Property_00109,VILLA,Palam,Delhi,Super Area,450,2,1,4,5,Furnished,Bachelors/Family,Contact Owner,10000,True,5,2022-04-29,22.22,120000,0-5,False,True,False,False,False,False,False,True,2,synthetic,synthetic,synthetic
P00110,S00563,real_source,Property_00110,APARTMENT,Ghatkopar West,Mumbai,Super Area,500,1,2,2,8,Semi-Furnished,Bachelors/Family,Contact Owner,25000,True,21,2022-06-12,50.0,300000,21+,True,False,False,False,True,True,True,False,4,synthetic,synthetic,synthetic
P00111,S04191,real_source,Property_00111,APARTMENT,Saidabad,Hyderabad,Super Area,1350,3,2,1,3,Unfurnished,Bachelors/Family,Contact Owner,16000,True,1,2022-07-02,11.85,192000,0-5,False,False,False,True,True,False,True,False,3,synthetic,synthetic,synthetic
P00112,S01757,real_source,Property_00112,APARTMENT,"Hennur, Hennur Bagalur Road",Bangalore,Carpet Area,1150,2,2,2,4,Furnished,Family,Contact Agent,20000,False,7,2022-06-16,17.39,240000,6-10,True,True,True,False,False,False,False,False,3,synthetic,synthetic,synthetic
P00113,S01678,real_source,Property_00113,APARTMENT,Medahalli,Bangalore,Super Area,840,2,2,2,4,Semi-Furnished,Bachelors/Family,Contact Owner,12000,False,22,2022-06-23,14.29,144000,21+,False,False,False,True,True,False,False,True,3,synthetic,synthetic,synthetic
P00114,S03242,real_source,Property_00114,VILLA,Anna Nagar,Chennai,Carpet Area,800,2,2,2,3,Semi-Furnished,Bachelors,Contact Agent,25000,False,8,2022-06-27,31.25,300000,6-10,True,False,False,True,False,True,True,False,4,synthetic,synthetic,synthetic
P00115,S04636,real_source,Property_00115,APARTMENT,"Ramachandra Puram, NH 9",Hyderabad,Super Area,300,1,1,0,1,Unfurnished,Bachelors/Family,Contact Owner,5000,False,2,2022-07-06,16.67,60000,0-5,True,True,False,True,True,False,True,True,6,synthetic,synthetic,synthetic
P00116,S01059,real_source,Property_00116,APARTMENT,"Nahar Amrit Shakti powai, Chandivali",Mumbai,Carpet Area,800,2,2,5,20,Semi-Furnished,Bachelors/Family,Contact Agent,57000,False,20,2022-06-07,71.25,684000,11-20,False,False,False,False,True,True,True,False,3,synthetic,synthetic,synthetic
P00117,S01722,real_source,Property_00117,APARTMENT,Nri Layout,Bangalore,Super Area,700,2,2,1,3,Unfurnished,Bachelors/Family,Contact Owner,10000,False,13,2022-05-23,14.29,120000,11-20,True,False,True,False,True,True,True,False,5,synthetic,synthetic,synthetic
P00118,S03314,real_source,Property_00118,APARTMENT,"Valasaravakkam, Arcot Road",Chennai,Super Area,1200,2,2,0,1,Semi-Furnished,Bachelors/Family,Contact Owner,14000,True,17,2022-06-02,11.67,168000,11-20,True,True,False,False,False,False,False,False,2,synthetic,synthetic,synthetic
P00119,S03157,real_source,Property_00119,APARTMENT,Gopalapuram,Chennai,Super Area,805,2,2,1,3,Semi-Furnished,Bachelors/Family,Contact Owner,18000,False,9,2022-06-22,22.36,216000,6-10,True,False,False,False,True,False,True,True,4,synthetic,synthetic,synthetic
P00120,S02625,real_source,Property_00120,PG,Chirag Delhi,Delhi,Super Area,650,3,1,3,4,Semi-Furnished,Bachelors/Family,Contact Owner,12500,True,7,2022-04-29,19.23,150000,6-10,False,False,True,True,True,True,False,False,4,synthetic,synthetic,synthetic
P00121,S02729,real_source,Property_00121,PG,"Gaurav Apartment, Indraprastha Extension, Patparganj",Delhi,Super Area,1000,2,2,3,3,Semi-Furnished,Bachelors/Family,Contact Owner,20000,True,11,2022-06-07,20.0,240000,11-20,False,False,False,True,True,False,False,False,2,synthetic,synthetic,synthetic
P00122,S01597,real_source,Property_00122,APARTMENT,Bilekahalli,Bangalore,Super Area,850,2,2,1,2,Semi-Furnished,Bachelors/Family,Contact Owner,16000,False,3,2022-05-31,18.82,192000,0-5,False,True,False,False,True,False,False,False,2,synthetic,synthetic,synthetic
P00123,S03060,real_source,Property_00123,APARTMENT,KK Nagar,Chennai,Carpet Area,880,2,2,1,2,Semi-Furnished,Family,Contact Owner,20000,True,12,2022-05-07,22.73,240000,11-20,False,False,False,False,False,True,True,False,2,synthetic,synthetic,synthetic
P00124,S02693,real_source,Property_00124,APARTMENT,"Munirka Vihar, Munirka",Delhi,Carpet Area,1000,2,2,1,3,Unfurnished,Bachelors,Contact Agent,33000,True,23,2022-07-09,33.0,396000,21+,True,True,False,False,False,True,False,True,4,synthetic,synthetic,synthetic
P00125,S03627,real_source,Property_00125,PG,"Purasawalkam, PH Road",Chennai,Carpet Area,200,2,2,2,2,Unfurnished,Bachelors/Family,Contact Owner,16500,False,6,2022-05-16,82.5,198000,6-10,False,False,True,False,False,False,False,False,1,synthetic,synthetic,synthetic
P00126,S01363,real_source,Property_00126,PG,Kanjurmarg East,Mumbai,Super Area,575,1,1,14,14,Unfurnished,Bachelors/Family,Contact Owner,22000,True,3,2022-06-16,38.26,264000,0-5,False,False,False,False,True,True,True,False,3,synthetic,synthetic,synthetic
P00127,S01981,real_source,Property_00127,APARTMENT,Vijayanagar,Bangalore,Super Area,500,1,1,0,1,Furnished,Bachelors/Family,Contact Owner,5000,False,23,2022-05-19,10.0,60000,21+,True,False,False,False,True,True,False,False,3,synthetic,synthetic,synthetic
P00128,S01663,real_source,Property_00128,VILLA,Mahadevapura,Bangalore,Super Area,550,1,1,4,5,Semi-Furnished,Bachelors,Contact Agent,14500,False,12,2022-05-31,26.36,174000,11-20,False,False,False,True,False,True,False,True,3,synthetic,synthetic,synthetic
P00129,S01529,real_source,Property_00129,PG,T Dasarahalli,Bangalore,Super Area,400,1,1,0,1,Unfurnished,Bachelors/Family,Contact Owner,7000,False,7,2022-06-04,17.5,84000,6-10,False,True,False,True,True,True,True,False,5,synthetic,synthetic,synthetic
P00130,S02038,real_source,Property_00130,APARTMENT,Ramachandrapuram Rajajinagar,Bangalore,Carpet Area,846,2,2,2,4,Semi-Furnished,Bachelors/Family,Contact Owner,22000,True,19,2022-06-30,26.0,264000,11-20,True,False,False,False,True,False,True,False,3,synthetic,synthetic,synthetic
P00131,S03302,real_source,Property_00131,HOUSE,Thoraipakkam,Chennai,Super Area,1700,3,3,15,18,Semi-Furnished,Bachelors/Family,Contact Agent,46000,True,17,2022-07-06,27.06,552000,11-20,False,False,True,False,True,True,False,False,3,synthetic,synthetic,synthetic
P00132,S02237,real_source,Property_00132,APARTMENT,"Laxminarayana Layout, Munnekollal",Bangalore,Super Area,400,1,1,1,1,Semi-Furnished,Bachelors,Contact Owner,9000,False,19,2022-06-30,22.5,108000,11-20,False,True,False,False,False,True,True,False,3,synthetic,synthetic,synthetic
P00133,S01306,real_source,Property_00133,APARTMENT,"Hillcrest, Andheri East",Mumbai,Carpet Area,750,2,2,10,20,Semi-Furnished,Bachelors/Family,Contact Agent,50000,False,14,2022-05-17,66.67,600000,11-20,False,False,False,False,True,False,False,False,1,synthetic,synthetic,synthetic
P00134,S04029,real_source,Property_00134,VILLA,Nizampet,Hyderabad,Super Area,1800,3,3,4,5,Furnished,Bachelors/Family,Contact Owner,25000,True,23,2022-06-14,13.89,300000,21+,True,False,True,False,False,True,False,False,3,synthetic,synthetic,synthetic
P00135,S02675,real_source,Property_00135,PG,Dwarka,Delhi,Super Area,200,2,2,2,4,Semi-Furnished,Bachelors/Family,Contact Owner,14000,True,9,2022-06-18,70.0,168000,6-10,False,True,False,True,False,True,False,False,3,synthetic,synthetic,synthetic
P00136,S01282,real_source,Property_00136,APARTMENT,"Hiranandani Regent Hill, Powai",Mumbai,Carpet Area,379,1,2,23,23,Semi-Furnished,Bachelors,Contact Agent,52000,True,4,2022-06-30,137.2,624000,0-5,False,True,False,False,False,True,False,False,2,synthetic,synthetic,synthetic
P00137,S00709,real_source,Property_00137,APARTMENT,Mulund East,Mumbai,Super Area,1100,2,2,0,1,Semi-Furnished,Bachelors/Family,Contact Owner,35000,False,24,2022-05-27,31.82,420000,21+,True,False,True,False,False,True,False,False,3,synthetic,synthetic,synthetic
P00138,S04744,real_source,Property_00138,APARTMENT,Gachibowli,Hyderabad,Carpet Area,1500,3,2,23,34,Semi-Furnished,Family,Contact Agent,45000,True,23,2022-07-06,30.0,540000,21+,False,False,True,False,True,False,True,False,3,synthetic,synthetic,synthetic
P00139,S04413,real_source,Property_00139,APARTMENT,Toli Chowki,Hyderabad,Super Area,1200,3,2,2,3,Semi-Furnished,Bachelors/Family,Contact Owner,12000,False,6,2022-05-09,10.0,144000,6-10,False,False,True,False,True,False,False,False,2,synthetic,synthetic,synthetic
P00140,S03748,real_source,Property_00140,APARTMENT,Iyyappanthangal,Chennai,Super Area,950,2,2,0,1,Semi-Furnished,Bachelors/Family,Contact Owner,13500,True,21,2022-05-25,14.21,162000,21+,True,False,True,True,False,False,False,False,3,synthetic,synthetic,synthetic
P00141,S00663,real_source,Property_00141,APARTMENT,Dahisar East,Mumbai,Carpet Area,420,1,1,6,7,Semi-Furnished,Family,Contact Agent,15000,True,6,2022-06-08,35.71,180000,6-10,True,False,False,False,False,False,False,True,2,synthetic,synthetic,synthetic
P00142,S01998,real_source,Property_00142,APARTMENT,Rajarajeshwari Nagar,Bangalore,Carpet Area,1500,3,2,2,4,Furnished,Bachelors/Family,Contact Owner,22000,False,9,2022-07-02,14.67,264000,6-10,False,False,False,False,True,False,False,True,2,synthetic,synthetic,synthetic
P00143,S03445,real_source,Property_00143,PG,"Potheri, Kattankulathur",Chennai,Super Area,950,2,2,3,4,Semi-Furnished,Bachelors/Family,Contact Owner,13500,False,12,2022-05-29,14.21,162000,11-20,False,False,True,False,True,True,False,True,4,synthetic,synthetic,synthetic
P00144,S03743,real_source,Property_00144,APARTMENT,Madambakkam,Chennai,Carpet Area,1200,3,2,2,5,Unfurnished,Bachelors/Family,Contact Agent,15000,True,14,2022-07-10,12.5,180000,11-20,True,False,True,False,True,True,True,True,6,synthetic,synthetic,synthetic
P00145,S01495,real_source,Property_00145,HOUSE,"L&T Emerald Isle, Powai",Mumbai,Carpet Area,2729,4,5,20,27,Semi-Furnished,Bachelors,Contact Agent,250000,True,4,2022-05-27,91.61,3000000,0-5,True,False,True,False,False,True,False,False,3,synthetic,synthetic,synthetic
P00146,S03304,real_source,Property_00146,HOUSE,Medavakkam,Chennai,Carpet Area,800,2,2,0,1,Semi-Furnished,Bachelors/Family,Contact Owner,9000,True,25,2022-07-08,11.25,108000,21+,False,False,True,False,False,False,False,True,2,synthetic,synthetic,synthetic
P00147,S03763,real_source,Property_00147,HOUSE,Kayarambedu,Chennai,Carpet Area,1100,2,2,1,1,Unfurnished,Bachelors/Family,Contact Owner,7000,False,22,2022-06-21,6.36,84000,21+,False,False,False,False,False,False,False,False,0,synthetic,synthetic,synthetic
P00148,S01853,real_source,Property_00148,APARTMENT,K R Puram,Bangalore,Super Area,350,1,1,0,1,Unfurnished,Bachelors/Family,Contact Owner,6000,True,5,2022-06-04,17.14,72000,0-5,False,False,False,True,True,False,False,True,3,synthetic,synthetic,synthetic
P00149,S04659,real_source,Property_00149,HOUSE,"Neknampur, Manikonda, Outer Ring Road",Hyderabad,Super Area,1560,3,3,1,6,Semi-Furnished,Bachelors/Family,Contact Owner,32000,True,25,2022-05-29,20.51,384000,21+,False,True,False,False,False,False,True,True,3,synthetic,synthetic,synthetic
P00150,S01291,real_source,Property_00150,VILLA,"Gokul Gagan, Thakur Village, Kandivali East",Mumbai,Carpet Area,710,2,2,12,21,Unfurnished,Family,Contact Agent,30000,True,4,2022-05-13,42.25,360000,0-5,False,False,False,False,False,True,False,False,1,synthetic,synthetic,synthetic
P00151,S03581,real_source,Property_00151,APARTMENT,Kellys,Chennai,Super Area,2792,3,5,5,9,Furnished,Bachelors/Family,Contact Owner,130000,False,5,2022-06-18,46.56,1560000,0-5,True,False,False,False,True,True,False,True,4,synthetic,synthetic,synthetic
P00152,S03457,real_source,Property_00152,VILLA,"Adyar, Sardar Patel Road",Chennai,Carpet Area,2550,4,4,3,4,Semi-Furnished,Bachelors,Contact Agent,120000,True,23,2022-06-17,47.06,1440000,21+,False,True,False,False,True,False,False,False,2,synthetic,synthetic,synthetic
P00153,S01636,real_source,Property_00153,APARTMENT,Rayasandra,Bangalore,Super Area,600,1,1,1,4,Semi-Furnished,Bachelors/Family,Contact Owner,20000,True,18,2022-06-04,33.33,240000,11-20,True,False,False,False,False,False,True,True,3,synthetic,synthetic,synthetic
P00154,S03696,real_source,Property_00154,APARTMENT,Madambakkam,Chennai,Super Area,1800,2,2,2,3,Unfurnished,Bachelors/Family,Contact Owner,12000,True,12,2022-06-14,6.67,144000,11-20,True,False,False,False,False,True,False,False,2,synthetic,synthetic,synthetic
P00155,S02999,real_source,Property_00155,HOUSE,Karapakkam,Chennai,Super Area,1027,2,2,15,19,Semi-Furnished,Bachelors,Contact Agent,26000,True,7,2022-07-10,25.32,312000,6-10,False,True,True,True,True,False,True,False,5,synthetic,synthetic,synthetic
P00156,S03152,real_source,Property_00156,APARTMENT,Velachery,Chennai,Carpet Area,900,2,2,1,1,Semi-Furnished,Bachelors,Contact Agent,18000,True,16,2022-07-02,20.0,216000,11-20,False,True,False,False,True,True,True,True,5,synthetic,synthetic,synthetic
P00157,S00698,real_source,Property_00157,HOUSE,Andheri East,Mumbai,Carpet Area,628,2,2,4,11,Unfurnished,Bachelors/Family,Contact Agent,43000,False,9,2022-06-27,68.47,516000,6-10,False,False,True,True,True,False,False,False,3,synthetic,synthetic,synthetic
P00158,S02160,real_source,Property_00158,VILLA,"Attur Layout, Yelahanka New Town",Bangalore,Carpet Area,940,2,2,2,5,Semi-Furnished,Bachelors/Family,Contact Owner,12000,True,18,2022-06-04,12.77,144000,11-20,True,False,False,False,False,False,True,False,2,synthetic,synthetic,synthetic
P00159,S04097,real_source,Property_00159,HOUSE,"Gachibowli CUC, Outer Ring Road",Hyderabad,Carpet Area,3698,4,5,16,22,Semi-Furnished,Family,Contact Agent,140000,True,14,2022-07-06,37.86,1680000,11-20,True,False,True,False,False,False,False,False,2,synthetic,synthetic,synthetic
P00160,S04737,real_source,Property_00160,APARTMENT,Almasguda,Hyderabad,Super Area,1500,3,3,2,5,Semi-Furnished,Bachelors/Family,Contact Owner,15000,False,5,2022-07-07,10.0,180000,0-5,False,True,True,False,True,False,False,False,3,synthetic,synthetic,synthetic
P00161,S00854,real_source,Property_00161,APARTMENT,"Raheja Vista, Powai",Mumbai,Carpet Area,1100,3,3,9,20,Furnished,Bachelors,Contact Agent,83000,False,7,2022-06-16,75.45,996000,6-10,True,False,False,False,False,True,False,False,2,synthetic,synthetic,synthetic
P00162,S03474,real_source,Property_00162,HOUSE,Ambattur,Chennai,Super Area,800,2,2,1,3,Semi-Furnished,Bachelors/Family,Contact Owner,12000,False,16,2022-04-30,15.0,144000,11-20,False,True,True,False,False,False,True,False,3,synthetic,synthetic,synthetic
P00163,S01707,real_source,Property_00163,VILLA,Koramangala,Bangalore,Carpet Area,800,1,1,0,1,Semi-Furnished,Family,Contact Agent,20000,True,7,2022-07-06,25.0,240000,6-10,False,True,False,True,True,False,False,True,4,synthetic,synthetic,synthetic
P00164,S02777,real_source,Property_00164,APARTMENT,Cghs apts.,Delhi,Super Area,1250,3,2,2,3,Semi-Furnished,Bachelors/Family,Contact Owner,22000,True,16,2022-05-21,17.6,264000,11-20,False,True,False,False,False,False,True,True,3,synthetic,synthetic,synthetic
P00165,S01733,real_source,Property_00165,VILLA,Electronic City,Bangalore,Super Area,600,1,1,3,5,Semi-Furnished,Bachelors/Family,Contact Owner,6500,False,7,2022-05-27,10.83,78000,6-10,False,False,False,False,True,False,True,True,3,synthetic,synthetic,synthetic
P00166,S03510,real_source,Property_00166,PG,"Saraswathi Nagar-Neelankarai, Neelankarai, E Coast Road",Chennai,Super Area,400,1,1,1,2,Unfurnished,Bachelors/Family,Contact Owner,7000,True,7,2022-04-30,17.5,84000,6-10,False,False,False,False,False,False,False,True,1,synthetic,synthetic,synthetic
P00167,S00202,real_source,Property_00167,APARTMENT,Tn Chatterjee Street,Kolkata,Carpet Area,1000,2,1,0,1,Semi-Furnished,Bachelors/Family,Contact Owner,15000,False,3,2022-07-03,15.0,180000,0-5,True,False,False,False,True,True,True,True,5,synthetic,synthetic,synthetic
P00168,S03255,real_source,Property_00168,PG,Veerapuram,Chennai,Super Area,1066,2,2,1,4,Unfurnished,Family,Contact Owner,15000,True,4,2022-05-24,14.07,180000,0-5,False,False,True,True,False,False,False,True,3,synthetic,synthetic,synthetic
P00169,S04218,real_source,Property_00169,HOUSE,Madhapur,Hyderabad,Super Area,1450,3,2,4,5,Semi-Furnished,Bachelors/Family,Contact Agent,26000,False,16,2022-06-11,17.93,312000,11-20,True,True,False,False,False,True,False,False,3,synthetic,synthetic,synthetic
P00170,S04496,real_source,Property_00170,APARTMENT,"Somajiguda, NH 9",Hyderabad,Super Area,990,2,2,3,3,Furnished,Bachelors/Family,Contact Owner,18000,False,8,2022-06-03,18.18,216000,6-10,False,False,True,False,False,False,False,False,1,synthetic,synthetic,synthetic
P00171,S00766,real_source,Property_00171,HOUSE,Worli Sea Face,Mumbai,Carpet Area,1200,3,3,9,30,Furnished,Bachelors/Family,Contact Agent,140000,True,15,2022-06-23,116.67,1680000,11-20,True,False,False,False,True,True,False,False,3,synthetic,synthetic,synthetic
